"Código","Unidade Territorial","UF","Referência","total de pessoas elegíveis ao recebimento do auxílio emergencial","Soma do total a ser repassado pelo Auxílio emergencial e pela extensão do auxílio (todos os públicos)","Pessoas elegíveis do público Cadastro Único (sem bolsa)","Valor total a ser repassado para público Cadastro Único (sem bolsa)","Pessoas elegíveis do público Aplicativo Caixa","Valor total a ser repassado para público Aplicativo Caixa","Pessoas elegíveis por meio Judicial","Valor total a ser repassado para público Judicial","Valor total a ser repassado para público Bolsa Família"
"150590","PORTO DE MOZ","PA","2020","13080","53673580","1285","5742600.0","2662","10688400.0","0","0","37242580"
"150600","PRAINHA","PA","2020","16226","65635596","1690","7634400.0","2273","9303900.0","0","0","48697296"
"150610","PRIMAVERA","PA","2020","5315","22314059","746","3131700.0","1468","6045900.0","0","0","13136459"
"150611","QUATIPURU","PA","2020","5285","22729713","538","2325000.0","1188","4999800.0","0","0","15404913"
"150613","REDENÇÃO","PA","2020","34698","154965088","5577","24017400.0","20902","88980900.0","3","9000.0","41957788"
"150616","RIO MARIA","PA","2020","7476","32835317","1609","6764100.0","3767","16017600.0","0","0","10053617"
"150618","RONDON DO PARÁ","PA","2020","15919","70501046","2552","10901400.0","7826","32751000.0","3","9000.0","26839646"
"150619","RURÓPOLIS","PA","2020","10671","46555991","1027","4228500.0","3300","13514400.0","0","0","28813091"
"150620","SALINÓPOLIS","PA","2020","19438","86866085","2247","9641400.0","10430","43899300.0","1","3000.0","33322385"
"150630","SALVATERRA","PA","2020","10065","42442497","1183","5190000.0","3207","12076800.0","0","0","25175697"
"150635","SANTA BÁRBARA DO PARÁ","PA","2020","9365","42537553","1677","7148100.0","3837","16150500.0","1","3000.0","19235953"
"150640","SANTA CRUZ DO ARARI","PA","2020","3446","13541655","249","1048200.0","731","2691000.0","0","0","9802455"
"150650","SANTA ISABEL DO PARÁ","PA","2020","26380","125838454","4711","21160200.0","12770","54900600.0","4","13800.0","49763854"
"150655","SANTA LUZIA DO PARÁ","PA","2020","9972","43187378","1179","5217300.0","2405","9693600.0","0","0","28276478"
"150658","SANTA MARIA DAS BARREIRAS","PA","2020","7116","30492405","1604","6546300.0","1870","7652100.0","1","3000.0","16291005"
"150660","SANTA MARIA DO PARÁ","PA","2020","12235","54207810","1875","8040000.0","4632","19465200.0","1","6000.0","26696610"
"150670","SANTANA DO ARAGUAIA","PA","2020","12683","60034352","1591","6716100.0","5017","20608200.0","1","3000.0","32707052"
"150680","SANTARÉM","PA","2020","139736","629679191","30985","134939400.0","63355","272211600.0","26","91200.0","222436991"
"150690","SANTARÉM NOVO","PA","2020","3731","16304728","583","2665800.0","663","2695800.0","0","0","10943128"
"150700","SANTO ANTÔNIO DO TAUÁ","PA","2020","12997","60479666","1427","6183600.0","5440","23214900.0","0","0","31081166"
"150710","SÃO CAETANO DE ODIVELAS","PA","2020","8049","33891540","948","3985500.0","2389","10023300.0","0","0","19882740"
"150715","SÃO DOMINGOS DO ARAGUAIA","PA","2020","9510","43358072","1181","5109000.0","3857","15781500.0","1","3000.0","22464572"
"150720","SÃO DOMINGOS DO CAPIM","PA","2020","12497","53897742","1183","4931700.0","2778","11609100.0","1","3000.0","37353942"
"150730","SÃO FÉLIX DO XINGU","PA","2020","24936","109711106","3094","13700700.0","9966","40674600.0","1","3000.0","55332806"
"150740","SÃO FRANCISCO DO PARÁ","PA","2020","7510","33372383","1336","5841600.0","2417","9659700.0","0","0","17871083"
"150745","SÃO GERALDO DO ARAGUAIA","PA","2020","10657","48762376","1378","5914200.0","4874","20592300.0","1","6000.0","22249876"
"150746","SÃO JOÃO DA PONTA","PA","2020","2829","11695392","462","2018100.0","611","2589600.0","0","0","7087692"
"150747","SÃO JOÃO DE PIRABAS","PA","2020","9395","40720463","1417","6064500.0","2719","11010000.0","0","0","23645963"
"150750","SÃO JOÃO DO ARAGUAIA","PA","2020","6103","27010824","907","3855900.0","1634","6615300.0","2","6000.0","16533624"
"150760","SÃO MIGUEL DO GUAMÁ","PA","2020","23729","109373353","3512","15450900.0","8956","36269400.0","0","0","57653053"
"150770","SÃO SEBASTIÃO DA BOA VISTA","PA","2020","10673","40161270","712","2939400.0","2887","11080800.0","0","0","26141070"
"150775","SAPUCAIA","PA","2020","2096","9075374","289","1217400.0","1167","4580700.0","0","0","3277274"
"150780","SENADOR JOSÉ PORFÍRIO","PA","2020","7824","33921688","841","3844800.0","2060","8488800.0","3","9000.0","21579088"
"150790","SOURE","PA","2020","10086","42331364","1011","4099200.0","4326","15585000.0","0","0","22647164"
"150795","TAILÂNDIA","PA","2020","30814","142501891","3675","16713300.0","14462","58702500.0","0","0","67086091"
"150796","TERRA ALTA","PA","2020","5675","25840676","892","3964500.0","1359","5484900.0","1","3000.0","16388276"
"150797","TERRA SANTA","PA","2020","7528","32098948","1063","4526700.0","2281","9690300.0","0","0","17881948"
"150800","TOMÉ-AÇU","PA","2020","30233","137030519","3926","17856300.0","13802","54217500.0","1","3000.0","64953719"
"150803","TRACUATEUA","PA","2020","13165","57151555","1293","5442600.0","3269","13586700.0","0","0","38122255"
"150805","TRAIRÃO","PA","2020","6407","28108758","786","3332400.0","2069","8730900.0","0","0","16045458"
"150808","TUCUMÃ","PA","2020","16597","72587023","3492","15559500.0","10100","42174300.0","0","0","14853223"
"150810","TUCURUÍ","PA","2020","39678","187355860","7894","36289200.0","19198","79593000.0","0","0","71473660"
"150812","ULIANÓPOLIS","PA","2020","9774","44499974","1360","5871000.0","3578","14754300.0","0","0","23874674"
"150815","URUARÁ","PA","2020","18713","81579665","1537","6705600.0","7068","29175000.0","0","0","45699065"
"150820","VIGIA","PA","2020","22369","104107478","3425","15783600.0","8226","34155900.0","0","0","54167978"
"150830","VISEU","PA","2020","25083","104977128","1807","7737300.0","7968","32058900.0","1","3000.0","65177928"
"150835","VITÓRIA DO XINGU","PA","2020","5324","23457761","831","3510300.0","2489","10627500.0","2","6000.0","9313961"
"150840","XINGUARA","PA","2020","19117","85110526","2704","11748300.0","11345","47234400.0","1","3000.0","26124826"
"160005","SERRA DO NAVIO","AP","2020","2035","9316542","262","1298400.0","637","2788500.0","0","0","5229642"
"160010","AMAPÁ","AP","2020","10000","44032219","155","699600.0","7141","31010700.0","3","12000.0","12309919"
"160015","PEDRA BRANCA DO AMAPARI","AP","2020","4603","21977531","625","3144000.0","1513","6573600.0","0","0","12259931"
"160020","CALÇOENE","AP","2020","4551","20872942","636","2999100.0","1945","8177100.0","0","0","9696742"
"160021","CUTIAS","AP","2020","2323","9616797","258","1108500.0","737","3237900.0","0","0","5270397"
"160023","FERREIRA GOMES","AP","2020","2943","14160329","482","2258100.0","1416","6116400.0","2","9000.0","5776829"
"160025","ITAUBAL","AP","2020","2984","12578925","153","676200.0","525","2256600.0","0","0","9646125"
"160027","LARANJAL DO JARI","AP","2020","17821","85262062","2352","11153400.0","7517","30790200.0","2","6000.0","43312462"
"160030","MACAPÁ","AP","2020","182975","855404492","30222","144066600.0","106279","461956200.0","37","125400.0","249256292"
"160040","MAZAGÃO","AP","2020","9912","42882009","1143","5649900.0","2196","9126300.0","0","0","28105809"
"160050","OIAPOQUE","AP","2020","12877","57983950","2325","10643700.0","7412","32237700.0","1","6000.0","15096550"
"160053","PORTO GRANDE","AP","2020","7813","37233869","980","5010600.0","3468","14626800.0","1","6000.0","17590469"
"160055","PRACUÚBA","AP","2020","1676","7657821","198","944400.0","611","2643900.0","0","0","4069521"
"160060","SANTANA","AP","2020","48681","232151941","6660","32444100.0","23463","100509300.0","12","51000.0","99147541"
"160070","TARTARUGALZINHO","AP","2020","5164","22062793","589","2521500.0","1548","6359700.0","0","0","13181593"
"160080","VITÓRIA DO JARI","AP","2020","5877","25891479","684","3357300.0","1571","6678000.0","0","0","15856179"
"170025","ABREULÂNDIA","TO","2020","949","3968338","261","997200.0","363","1551000.0","0","0","1420138"
"170030","AGUIARNÓPOLIS","TO","2020","1792","7760512","492","1967100.0","517","2177700.0","0","0","3615712"
"170035","ALIANÇA DO TOCANTINS","TO","2020","2188","9464266","561","2259600.0","747","3022800.0","0","0","4181866"
"170040","ALMAS","TO","2020","2864","12635886","613","2603700.0","909","3738000.0","3","9000.0","6285186"
"170070","ALVORADA","TO","2020","3069","13540814","561","2373900.0","1662","6833100.0","0","0","4333814"
"170100","ANANÁS","TO","2020","3865","17452702","843","3537000.0","1282","5271900.0","1","3000.0","8640802"
"170105","ANGICO","TO","2020","1131","4549942","429","1571700.0","319","1316400.0","1","3000.0","1658842"
"170110","APARECIDA DO RIO NEGRO","TO","2020","1734","7182020","422","1734300.0","730","2984700.0","0","0","2463020"
"170130","ARAGOMINAS","TO","2020","1960","8136188","610","2391600.0","511","2077200.0","0","0","3667388"
"170190","ARAGUACEMA","TO","2020","2323","9580874","703","2781900.0","945","3836100.0","1","3000.0","2959874"
"170200","ARAGUAÇU","TO","2020","2824","12319261","888","3556800.0","1145","4874100.0","1","3000.0","3885361"
"170210","ARAGUAÍNA","TO","2020","57583","259628583","13768","60575700.0","34274","144406200.0","55","207600.0","54439083"
"170215","ARAGUANÃ","TO","2020","2443","10688074","336","1404300.0","1107","4537800.0","1","3000.0","4742974"
"170220","ARAGUATINS","TO","2020","12018","53679501","2488","10543800.0","5000","21043500.0","8","24000.0","22068201"
"170230","ARAPOEMA","TO","2020","2250","9928211","728","3014700.0","975","4066200.0","1","6000.0","2841311"
"170240","ARRAIAS","TO","2020","3986","16737801","757","2931300.0","1212","4988700.0","6","18000.0","8799801"
"170255","AUGUSTINÓPOLIS","TO","2020","6727","29198697","1936","8075400.0","2462","10366200.0","1","3000.0","10754097"
"170270","AURORA DO TOCANTINS","TO","2020","1343","5617635","343","1379100.0","426","1750500.0","0","0","2488035"
"170290","AXIXÁ DO TOCANTINS","TO","2020","5115","22441131","637","2669700.0","1704","6898500.0","2","6000.0","12866931"
"170300","BABAÇULÂNDIA","TO","2020","3099","13014375","606","2271000.0","898","3565800.0","1","3000.0","7174575"
"170305","BANDEIRANTES DO TOCANTINS","TO","2020","1025","4514489","239","984600.0","396","1657200.0","0","0","1872689"
"170307","BARRA DO OURO","TO","2020","1625","6606169","421","1683300.0","496","2154900.0","2","5400.0","2762569"
"170310","BARROLÂNDIA","TO","2020","2253","9527015","673","2715600.0","718","2928900.0","0","0","3882515"
"170320","BERNARDO SAYÃO","TO","2020","1689","7346380","394","1650900.0","642","2733300.0","0","0","2962180"
"170330","BOM JESUS DO TOCANTINS","TO","2020","1572","6836364","303","1347900.0","494","2033100.0","1","3000.0","3452364"
"170360","BRASILÂNDIA DO TOCANTINS","TO","2020","674","2692172","164","627600.0","190","754800.0","0","0","1309772"
"170370","BREJINHO DE NAZARÉ","TO","2020","1861","8090204","627","2524200.0","620","2542200.0","1","3000.0","3020804"
"170380","BURITI DO TOCANTINS","TO","2020","3024","12761437","712","2813100.0","1108","4536300.0","0","0","5412037"
"170382","CACHOEIRINHA","TO","2020","849","3543970","163","629700.0","249","997800.0","0","0","1916470"
"170384","CAMPOS LINDOS","TO","2020","2975","12273356","582","2283300.0","1145","4747800.0","0","0","5242256"
"170386","CARIRI DO TOCANTINS","TO","2020","1230","5067425","483","1874100.0","420","1741200.0","0","0","1452125"
"170388","CARMOLÂNDIA","TO","2020","964","3964432","303","1179300.0","363","1459500.0","1","3000.0","1322632"
"170389","CARRASCO BONITO","TO","2020","1489","6156471","311","1226700.0","331","1383600.0","0","0","3546171"
"170390","CASEARA","TO","2020","1936","8831583","356","1547100.0","524","2100900.0","1","3000.0","5180583"
"170410","CENTENÁRIO","TO","2020","772","2973856","184","728100.0","157","647100.0","0","0","1598656"
"170460","CHAPADA DE AREIA","TO","2020","560","2196137","127","435600.0","186","713700.0","0","0","1046837"
"170510","CHAPADA DA NATIVIDADE","TO","2020","1146","4708117","287","1097100.0","273","1101300.0","0","0","2509717"
"170550","COLINAS DO TOCANTINS","TO","2020","12747","56432346","3660","15497400.0","6271","26430600.0","6","24000.0","14480346"
"170555","COMBINADO","TO","2020","1978","8324406","623","2392200.0","517","2180100.0","1","3000.0","3749106"
"170560","CONCEIÇÃO DO TOCANTINS","TO","2020","1502","6493369","295","1150200.0","497","1998000.0","0","0","3345169"
"170600","COUTO DE MAGALHÃES","TO","2020","2064","8839805","453","1899600.0","641","2710200.0","0","0","4230005"
"170610","CRISTALÂNDIA","TO","2020","2568","10872986","602","2434200.0","908","3699300.0","2","9000.0","4730486"
"170625","CRIXÁS DO TOCANTINS","TO","2020","590","2337862","296","1081200.0","132","568800.0","0","0","687862"
"170650","DARCINÓPOLIS","TO","2020","2206","9357888","477","1983000.0","844","3574200.0","0","0","3800688"
"170700","DIANÓPOLIS","TO","2020","6365","28577421","1544","6390300.0","2841","12102600.0","3","7800.0","10076721"
"170710","DIVINÓPOLIS DO TOCANTINS","TO","2020","2646","11292461","536","2099100.0","1037","4395000.0","2","9000.0","4789361"
"170720","DOIS IRMÃOS DO TOCANTINS","TO","2020","2396","10035833","410","1587300.0","599","2474100.0","2","6000.0","5968433"
"170730","DUERÉ","TO","2020","1582","6964431","412","1689300.0","580","2480100.0","1","3000.0","2792031"
"170740","ESPERANTINA","TO","2020","3473","14205134","530","1988700.0","917","3734100.0","1","3000.0","8479334"
"170755","FÁTIMA","TO","2020","1381","5617820","420","1590300.0","526","2122200.0","0","0","1905320"
"170765","FIGUEIRÓPOLIS","TO","2020","2040","8803587","504","2027700.0","930","3796500.0","1","3000.0","2976387"
"170770","FILADÉLFIA","TO","2020","2947","13044469","591","2432700.0","847","3594000.0","1","3000.0","7014769"
"170820","FORMOSO DO ARAGUAIA","TO","2020","7087","29982445","1545","6161700.0","3330","13632900.0","0","0","10187845"
"170825","FORTALEZA DO TABOCÃO","TO","2020","1301","5796453","307","1318500.0","417","1712100.0","1","3000.0","2762853"
"170830","GOIANORTE","TO","2020","2193","8763008","335","1235100.0","549","2205300.0","0","0","5322608"
"170900","GOIATINS","TO","2020","4519","18736973","498","1970100.0","1291","5308800.0","0","0","11458073"
"170930","GUARAÍ","TO","2020","8758","38332329","1983","8438700.0","4834","20018400.0","12","42000.0","9833229"
"170950","GURUPI","TO","2020","28923","123492991","6970","28580100.0","18122","76271100.0","22","81000.0","18560791"
"170980","IPUEIRAS","TO","2020","590","2453636","106","378900.0","154","628500.0","0","0","1446236"
"171050","ITACAJÁ","TO","2020","2644","10797180","328","1220700.0","705","2827800.0","1","3000.0","6745680"
"171070","ITAGUATINS","TO","2020","2200","9574046","497","2077500.0","624","2491800.0","0","0","5004746"
"171090","ITAPIRATINS","TO","2020","1551","6854039","297","1293900.0","496","2049900.0","0","0","3510239"
"171110","ITAPORÃ DO TOCANTINS","TO","2020","930","4011746","271","1105500.0","349","1520100.0","0","0","1386146"
"171150","JAÚ DO TOCANTINS","TO","2020","1409","5757352","427","1634100.0","354","1477500.0","0","0","2645752"
"171180","JUARINA","TO","2020","963","3989390","431","1683600.0","137","565500.0","0","0","1740290"
"171190","LAGOA DA CONFUSÃO","TO","2020","4703","20895606","586","2624100.0","2585","10907400.0","0","0","7364106"
"171195","LAGOA DO TOCANTINS","TO","2020","1335","5524219","274","1056000.0","426","1733100.0","0","0","2735119"
"171200","LAJEADO","TO","2020","1171","4559689","258","975300.0","632","2352300.0","0","0","1232089"
"171215","LAVANDEIRA","TO","2020","584","2324809","122","453900.0","195","768000.0","1","3000.0","1099909"
"171240","LIZARDA","TO","2020","1304","4991864","285","1042500.0","338","1360800.0","0","0","2588564"
"171245","LUZINÓPOLIS","TO","2020","1009","4207207","261","1056000.0","310","1289400.0","0","0","1861807"
"171250","MARIANÓPOLIS DO TOCANTINS","TO","2020","1556","6674630","391","1550100.0","559","2344200.0","0","0","2780330"
"171270","MATEIROS","TO","2020","837","3432581","206","768600.0","345","1495500.0","0","0","1168481"
"171280","MAURILÂNDIA DO TOCANTINS","TO","2020","1387","5717754","373","1542300.0","340","1430400.0","0","0","2745054"
"171320","MIRACEMA DO TOCANTINS","TO","2020","7126","30689126","1980","8008800.0","3030","12320100.0","4","12000.0","10348226"
"171330","MIRANORTE","TO","2020","5298","22602954","1183","4769100.0","2387","9711900.0","1","3000.0","8118954"
"171360","MONTE DO CARMO","TO","2020","2217","9075324","393","1501800.0","662","2702100.0","1","3000.0","4868424"
"171370","MONTE SANTO DO TOCANTINS","TO","2020","995","4166350","234","861300.0","283","1098300.0","0","0","2206750"
